,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
395,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353.0,-2316,1,0,0,1,Accountants,2,0
396,5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-11602.0,-1455,1,0,0,0,Managers,3,0
397,5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538.0,-5422,1,1,1,0,Drivers,3,0
398,5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11495.0,-581,1,0,0,0,Security staff,1,0
399,5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11955.0,-893,1,1,1,1,Laborers,2,0
400,5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,-10927.0,-1860,1,0,0,0,Core staff,4,0
401,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548.0,-6317,1,0,1,0,Medicine staff,1,0
402,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16116.0,-1000,1,0,1,0,Laborers,2,0
403,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,1,Sales staff,2,0
404,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738.0,-4766,1,1,1,0,Private service staff,2,0
405,5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14474.0,-2259,1,0,0,1,Core staff,3,0
406,5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9791.0,-1344,1,0,0,1,Sales staff,2,0
407,5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636.0,-4690,1,1,1,0,Laborers,2,0
408,5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15323.0,-8290,1,1,0,0,Laborers,1,0
409,5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-16047.0,-2052,1,0,1,0,Laborers,2,0
410,5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17001.0,-5004,1,0,0,0,Medicine staff,4,0
411,5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,-923,1,0,0,0,Core staff,1,0
412,5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14122.0,-1193,1,0,0,1,Laborers,1,0
413,5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337,1,0,1,0,Medicine staff,4,0
414,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-9006.0,-793,1,0,0,1,Sales staff,2,0
415,5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,-19566.0,-5453,1,1,0,0,Medicine staff,2,0
416,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-15027.0,-88,1,0,0,0,Accountants,3,0
417,5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17450.0,-5495,1,0,0,0,Managers,1,0
418,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-9688.0,-593,1,0,1,1,Core staff,1,0
419,5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,-3715,1,0,0,1,Accountants,2,0
420,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21111.0,-4816,1,0,0,0,Core staff,2,0
421,5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000,1,0,0,0,Medicine staff,1,0
422,5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20542.0,-9422,1,0,1,0,Core staff,2,0
423,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-14240.0,-1586,1,0,0,0,Core staff,2,0
424,5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19682.0,-2104,1,1,0,0,Cleaning staff,1,0
425,5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9957.0,-1032,1,0,0,0,Laborers,1,0
426,5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300.0,-9698,1,0,0,1,Managers,2,0
427,5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,-9983.0,-1923,1,0,0,0,Core staff,2,0
428,5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,-15303.0,-1131,1,0,0,0,Core staff,2,0
429,5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10570.0,-1175,1,0,0,0,Managers,2,0
430,5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231.0,-8375,1,0,0,1,High skill tech staff,2,0
431,5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-14622.0,-2199,1,0,0,0,Core staff,2,0
432,5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17868.0,-1912,1,0,0,0,Drivers,3,0
433,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12170.0,-926,1,0,0,0,Laborers,4,0
434,5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12417.0,-2499,1,0,0,0,High skill tech staff,3,0
435,5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-14897.0,-2654,1,1,1,0,Core staff,2,0
436,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10874.0,-1174,1,1,0,0,Laborers,4,0
437,5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974.0,-230,1,0,1,0,Laborers,2,0
438,5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10314.0,-962,1,0,0,1,Sales staff,2,0
439,5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16047.0,-2276,1,0,0,0,Laborers,3,0
440,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15438.0,-2197,1,0,0,1,Secretaries,4,0
441,5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11382.0,-2468,1,1,1,0,Drivers,2,0
442,5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-21026.0,-11448,1,0,1,0,Core staff,2,0
443,5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20063.0,-932,1,1,1,0,Core staff,2,0
444,5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-13643.0,-2956,1,0,0,0,Managers,2,0
445,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10785.0,-1345,1,0,0,0,Core staff,2,0
446,5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-21897.0,-619,1,0,0,0,Security staff,2,0
447,5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904.0,-3787,1,0,0,0,Laborers,4,0
448,5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152.0,-1253,1,0,0,1,Laborers,3,0
449,5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-14926.0,-3242,1,1,0,0,Core staff,2,0
450,5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269.0,-196,1,0,1,0,Medicine staff,2,0
451,5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15853.0,-298,1,0,1,0,Laborers,1,0
452,5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-17437.0,-1748,1,0,0,0,Core staff,3,0
453,5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901.0,-124,1,0,0,0,Drivers,3,0
454,5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-14349.0,-4082,1,0,1,0,Core staff,2,0
455,5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-17203.0,-1431,1,0,0,1,Managers,2,0
456,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228.0,-5330,1,0,1,0,Core staff,2,0
457,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867.0,-1266,1,0,1,0,Laborers,2,0
458,5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,-13200.0,-1017,1,0,1,1,Sales staff,2,0
459,5024636,F,N,Y,0,173412.7232142857,Working,Secondary / secondary special,Married,House / apartment,-19922.0,-1128,1,0,0,0,Core staff,2,0
460,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768.0,-3088,1,1,0,0,Laborers,4,0
461,5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746.0,-693,1,0,0,0,Core staff,1,0
462,5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799.0,-1466,1,1,0,0,Cleaning staff,1,0
463,5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17754.0,-1689,1,0,0,0,Drivers,15,0
464,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9582.0,-3003,1,0,0,1,Laborers,2,0
465,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,-4039,1,0,0,0,Managers,2,0
466,5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837.0,-588,1,0,0,1,Sales staff,1,0
467,5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,-11974.0,-282,1,0,1,0,Sales staff,2,0
468,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256.0,-4491,1,0,0,0,Laborers,2,0
469,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-17914.0,-1155,1,0,0,0,Laborers,2,0
470,5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-12348.0,-1220,1,0,0,0,Managers,4,0
471,5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18197.0,-657,1,0,0,0,Core staff,2,0
472,5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-17483.0,-1203,1,0,0,0,Core staff,2,0
473,5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-17054.0,-712,1,0,1,0,Security staff,1,0
474,5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20668.0,-2844,1,0,0,0,Core staff,2,0
475,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18058.0,-4031,1,1,0,0,Drivers,2,0
476,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569.0,-3322,1,0,0,0,Core staff,3,0
477,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482.0,-2878,1,0,0,0,Laborers,2,0
478,5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,-16047.0,-6693,1,1,1,0,High skill tech staff,4,0
479,5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,-11941.0,-2760,1,0,0,0,Core staff,3,0
480,5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018.0,-2532,1,1,1,0,Managers,3,0
481,5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,-16653.0,-1646,1,0,0,0,Drivers,2,0
482,5100027,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19317.0,-11542,1,0,0,0,Medicine staff,2,0
483,5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,-13861.0,-5408,1,0,0,0,Laborers,2,0
484,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10909.0,-1374,1,0,0,0,Managers,2,0
485,5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301.0,-3092,1,1,1,0,Managers,2,0
486,5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17837.0,-351,1,0,0,0,Security staff,2,0
487,5114354,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9810.0,-2993,1,1,0,0,Core staff,2,0
488,5117248,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12974.0,-2379,1,0,0,0,Laborers,4,0
489,5024386,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13494.0,-1281,1,0,0,0,Sales staff,2,0
490,5026178,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19171.0,-7804,1,1,0,0,Laborers,2,0
491,5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,-11723.0,-3002,1,0,1,0,Core staff,4,0
492,5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11616.0,-825,1,1,1,1,High skill tech staff,2,0
493,5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11627.0,-2128,1,0,0,0,Core staff,3,0
494,5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14716.0,-2057,1,0,0,0,Sales staff,1,0
495,5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,-8947.0,-1611,1,1,0,0,Laborers,1,0
496,5125928,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11729.0,-652,1,0,0,0,Laborers,3,0
497,5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15994.0,-2537,1,0,1,0,Sales staff,1,0
498,5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456.0,-992,1,0,0,0,Drivers,4,0
499,5136029,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-19532.0,-2331,1,0,0,0,Laborers,2,0
500,5023177,F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17738.0,-4710,1,1,1,0,Laborers,3,0
501,5021967,F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11720.0,-1191,1,0,0,0,Sales staff,3,0
502,5146534,F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-15151.0,-1162,1,0,0,0,Core staff,3,0
503,5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,-923,1,0,0,0,Core staff,1,0
504,5100394,M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12287.0,-3900,1,0,0,0,Core staff,3,0
505,5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-11178.0,-219,1,0,0,0,Drivers,3,0
506,5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-12262.0,-223,1,0,0,1,Managers,2,0
507,5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10217.0,-900,1,1,0,0,Accountants,3,0
508,5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15836.0,-3034,1,0,0,0,Core staff,2,0
509,5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,-13058.0,-3329,1,0,1,0,Core staff,3,0
510,5023724,M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,-10261.0,-235,1,0,1,0,Laborers,3,0
511,5116369,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19511.0,-3503,1,0,0,0,Drivers,2,0
512,5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,-13283.0,-1324,1,0,0,0,Accountants,4,0
513,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444.0,-3112,1,0,0,1,Core staff,4,0
514,5029191,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16047.0,-2959,1,0,0,0,Sales staff,2,0
515,5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17420.0,-234,1,0,0,0,Core staff,2,0
516,5068470,F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15150.0,-719,1,0,0,0,Medicine staff,3,0
517,5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887.0,-217,1,1,1,0,Laborers,2,0
518,5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10288.0,-2616,1,1,1,0,Managers,3,0
519,5092239,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-20754.0,-2330,1,0,0,0,Core staff,2,0
520,5105560,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16817.0,-4410,1,0,0,1,Sales staff,2,0
521,5099914,F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10020.0,-1587,1,1,1,0,Sales staff,4,0
522,5150038,M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-12784.0,-1537,1,0,0,0,Drivers,1,0
523,5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12075.0,-1430,1,0,1,0,High skill tech staff,1,0
524,5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9874.0,-1928,1,0,1,0,Laborers,1,0
525,5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,-13046.0,-2753,1,0,0,0,Core staff,3,0
526,5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378.0,-867,1,0,1,0,Drivers,3,0
527,5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461.0,-2134,1,0,0,0,Sales staff,1,0
528,5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-11716.0,-460,1,0,0,0,Managers,4,0
529,5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17211.0,-3232,1,0,0,0,Laborers,2,0
530,5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488.0,-1505,1,0,0,0,High skill tech staff,1,0
531,5117202,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13530.0,-95,1,0,0,0,Sales staff,1,0
532,5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-13198.0,-3690,1,0,0,0,Core staff,3,0
533,5009472,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19702.0,-9870,1,1,1,0,Core staff,2,0
534,5135378,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20082.0,-4979,1,0,0,0,Sales staff,2,0
535,5135489,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10380.0,-3396,1,0,0,0,Laborers,4,0
536,5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9926.0,-461,1,0,0,0,Drivers,1,0
537,5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,-11978.0,-5206,1,1,0,0,Core staff,1,0
538,5008865,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15761.0,-3173,1,0,0,0,Laborers,4,0
539,5116640,F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15804.0,-732,1,0,0,1,Core staff,3,0
540,5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10796.0,-2531,1,1,0,0,Laborers,4,0
541,5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737.0,-432,1,0,0,0,Core staff,1,0
542,5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207.0,-2102,1,1,1,0,Drivers,3,0
543,5010185,M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16797.0,-6583,1,0,1,0,Laborers,2,0
544,5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10791.0,-156,1,0,0,0,Managers,2,0
545,5113006,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19584.0,-2199,1,0,0,0,Laborers,3,0
546,5026368,M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13682.0,-5460,1,1,1,0,Core staff,3,0
547,5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429.0,-1589,1,0,0,0,Core staff,1,0
548,5113440,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18617.0,-2506,1,0,0,0,Cooking staff,1,0
549,5069289,F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14783.0,-3397,1,0,0,0,Core staff,2,0
550,5135938,F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,-15621.0,-3792,1,0,0,0,Sales staff,4,0
551,5118026,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13630.0,-3230,1,0,1,0,High skill tech staff,2,0
552,5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14762.0,-2464,1,0,1,0,Managers,2,0
553,5010567,F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,-10145.0,-1682,1,0,0,1,Sales staff,2,0
554,5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15039.0,-3334,1,0,1,0,Private service staff,2,0
555,5118225,M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-20858.0,-3110,1,0,0,0,Laborers,2,0
556,5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13556.0,-2966,1,0,0,0,Managers,2,0
557,5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13718.0,-3694,1,1,1,0,High skill tech staff,2,0
558,5117331,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15027.0,-2257,1,0,1,0,Sales staff,1,0
559,5067281,M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13233.0,-2728,1,0,0,0,Core staff,3,0
560,5041520,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,-16169.0,-855,1,1,1,0,Core staff,1,0
561,5023092,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-16868.0,-4161,1,0,0,0,Laborers,1,0
562,5079016,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,-9889.0,-1000,1,0,0,0,Managers,4,0
563,5035682,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16505.0,-8377,1,0,0,0,Laborers,2,0
564,5139761,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-23711.0,-7494,1,0,0,0,Laborers,2,0
565,5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023.0,-4280,1,1,0,0,Laborers,2,0
566,5091824,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638.0,-5891,1,0,0,0,Laborers,1,0
567,5132569,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934.0,-1350,1,0,1,0,Sales staff,3,0
568,5021490,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10682.0,-609,1,0,1,0,Sales staff,1,0
569,5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185.0,-2381,1,0,0,0,Accountants,1,0
570,5022025,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952.0,-1613,1,0,0,0,Core staff,1,0
571,5116613,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11808.0,-3533,1,0,0,0,Core staff,2,0
572,5010303,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20233.0,-6218,1,1,1,0,Core staff,2,0
573,5142496,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-15481.0,-2874,1,0,0,0,Private service staff,3,0
574,5113302,M,N,Y,1,180000.0,Working,Higher education,Married,With parents,-15670.0,-1654,1,0,0,0,Cooking staff,3,0
575,5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-14438.0,-2433,1,0,0,0,Managers,2,0
576,5067102,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-16761.0,-4534,1,0,0,0,Sales staff,1,0
577,5022118,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19686.0,-1131,1,0,0,0,Laborers,2,0
578,5022954,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18293.0,-521,1,1,0,0,Core staff,2,0
579,5047667,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8710.0,-522,1,0,0,0,Core staff,2,0
580,5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14116.0,-2269,1,0,0,0,Medicine staff,2,0
581,5009586,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-14374.0,-798,1,0,1,0,Sales staff,1,0
582,5097170,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570.0,-2620,1,0,0,0,Drivers,2,0
583,5022015,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952.0,-1613,1,0,0,0,Core staff,1,0
584,5062594,M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,-8972.0,-145,1,0,0,1,Core staff,3,0
585,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,-4039,1,0,0,0,Managers,2,0
586,5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19322.0,-663,1,1,1,0,Laborers,2,0
587,5046086,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030.0,-2299,1,0,0,0,Core staff,2,0
588,5135946,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-15222.0,-3153,1,0,1,0,Laborers,1,0
589,5149592,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12289.0,-1812,1,0,1,0,Core staff,2,0
590,5024103,M,N,Y,0,131558.82352941178,Working,Secondary / secondary special,Married,House / apartment,-20185.0,-2589,1,0,0,0,Security staff,2,0
591,5009845,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15901.0,-130,1,1,0,0,Security staff,2,0
592,5117716,M,Y,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16675.0,-5056,1,1,1,0,Drivers,2,0
